Frec,Volt
100,1.26313386264362
103.495249706417,1.40570630089224
107.112667117937,1.44240045308793
110.856522300912,1.47240438564082
114.731234571179,1.46185931212874
118.741377710697,1.43355056972699
122.891685366526,1.44289705578588
127.187056638511,1.45111974550423
131.632561862269,1.44635150566423
136.23344859431,1.4416911712685
140.995147806344,1.44845566914523
145.923280296108,1.40747411611007
151.023663322253,1.44063203715006
156.302317471144,1.42736723817875
161.765473763678,1.41360144233681
167.419581010487,1.44135469681736
173.271313424241,1.41039721016334
179.327578498007,1.41735096341779
185.595525158984,1.43234688817726
192.082552207227,1.40209229250865
198.796317049329,1.42948020809472
205.744744737364,1.35608626130511
212.936037323766,1.41772063578534
220.378683543182,1.39030751911263
228.081468832731,1.38572543219062
236.053485702499,1.37315275620383
244.304144468503,1.38568882207074
252.843184360804,1.39286005144139
261.680685019871,1.38127617264946
270.827078394779,1.35312221547197
280.293161057271,1.38520865198372
290.090106946233,1.34952584799395
300.229480557617,1.37121574287228
310.723250595385,1.34758002224701
321.58380409959,1.34048877725821
332.823961068267,1.3125393420661
344.456989590392,1.3478261027776
356.496621507784,1.3390873874671
368.957068624422,1.33019391036898
381.853039482323,1.23535592778432
395.199756723774,1.27453541058038
409.012975060424,1.29149299864514
423.308999870432,1.25817553715953
438.104706445641,1.24898493905065
453.417559911483,1.19374703769924
469.265635843133,1.20672708540323
485.667641602258,1.18094507485181
502.642938419524,1.16242294555447
520.21156424896,1.13759852395698
538.39425742112,1.1163544024683
557.212481123,1.069670778466
576.688448733571,1.03500306131925
596.845150044874,1.01956893790055
617.706378399583,0.965320680485517
639.296758777116,0.919094580395133
661.641776861408,0.856385196764909
684.76780912469,0.810686733696207
708.702153962761,0.722444607086077
733.473063918517,0.737388251199633
759.109779031779,0.621087948289642
785.642561354772,0.564919188994374
813.102730674014,0.439080340163114
841.522701480769,0.373450042703955
870.93602123371,0.304701969759286
901.377409958964,0.137955264090388
932.882801234266,0.000720907235864819
965.489384605624,-0.167064281443569
999.235649486542,-0.291197770282067
1034.16143059164,-0.461177240056959
1070.30795495827,-0.667928866310485
1107.71789061171,-0.946486244017099
1146.43539693125,-1.2087344733264
1186.50617677675,-1.43482420755026
1227.97753043717,-1.76938835517464
1270.89841146464,-2.13099238973863
1315.31948446022,-2.53047087181896
1361.29318487927,-2.99919582100173
1408.87378092724,-3.46034349775823
1458.11743761889,-4.046528872328
1509.08228307648,-4.65467137586555
1561.8284771453,-5.3724361348715
1616.41828240747,-6.19860254336772
1672.91613767779,-7.0794380413545
1731.38873406858,-8.12891260355795
1791.90509371305,-9.31835692322904
1854.53665124034,-10.6702161029671
1919.35733809821,-12.2948239913394
1986.44366982319,-14.332777503646
2055.87483636083,-16.8433506874976
2127.73279554304,-19.8835612709071
2202.1023698326,-23.8422020819948
2279.07134644918,-28.2252898743325
2358.73058099499,-27.1867222796472
2441.17410470239,-25.4545808157547
2526.49923543014,-22.7279821771035
2614.80669253914,-21.434571420154
2706.2007157835,-21.275625943839
2800.78918835698,-21.3968236754772
2898.6837642404,-22.4146291870501
2999.99999999997,-23.5930439190626
