Frec,Volt
10,-0.4624
100,-0.2412
200,0.0
300,0.288
400,-2.29
500,-1.31
600,-1.41
700,-0.61
800,-0.72
900,-0.915
1000,-1.05
1200,-1.411
1400,-1.722
1600,-2.13
1800,-2.45
2000,-5
2500,-3.78
3000,-4.48
10000,-12.97
20000,-16.9
